,Year,Month,State,Location,Food,Species,Illnesses,Hospitalizations,Fatalities
1175,1998,November,Ohio,Restaurant,Green Onion/Scallion,Hepatitis A,42,13.0,0.0
1180,1998,November,Oregon,Private Home/Residence,"Turkey, Unspecified",Salmonella enterica; Campylobacter jejuni,22,1.0,0.0
1182,1998,November,Pennsylvania,Restaurant,"Stuffing, Unspecified",Salmonella enterica,12,3.0,0.0
1186,1998,November,Washington,,"Fish, Ahi",Scombroid toxin,4,0.0,0.0
1187,1998,November,Washington,Private Home/Residence,"Oysters, Unspecified",Campylobacter jejuni,2,0.0,0.0
1189,1998,November,Washington,,Smoked Fish,Salmonella enterica,50,1.0,0.0
1194,1998,November,Wisconsin,Private Home/Residence,"Turkey, Unspecified",Salmonella enterica,18,3.0,0.0
1195,1998,November,Wisconsin,Religious Facility,"Ground Beef, Meatballs","Escherichia coli, Shiga toxin-producing",13,3.0,0.0
1211,1998,December,Florida,Restaurant,"Lobster, Unspecified; Shrimp, Unspecified",Virus,3,0.0,0.0
1214,1998,December,Florida,Restaurant,"Chicken, Nuggets/Fingers",Shigella sonnei,2,1.0,0.0
1232,1998,December,Hawaii,Restaurant,"Fish, Ahi",Scombroid toxin,2,0.0,0.0
1233,1998,December,Hawaii,Private Home/Residence,"Snapper, Unspecified",Ciguatoxin,2,1.0,0.0
1237,1998,December,Hawaii,Private Home/Residence,Fish,Chemical or toxin,2,0.0,0.0
1246,1998,December,Maine,Restaurant,Chicken Pot Pie,Salmonella enterica,2,0.0,0.0
1275,1998,December,Minnesota,Restaurant,"Butter; Cheese And Crackers; Bread, Unspecified",Norovirus genogroup I,25,0.0,0.0
1279,1998,December,Multistate,Nursing Home/Assisted Living Facility,"Tomato, Unspecified",Salmonella enterica,86,16.0,3.0
1292,1998,December,North Dakota,Restaurant,"Roast Beef, Unspecified",Clostridium perfringens,92,0.0,0.0
1296,1998,December,Ohio,Restaurant,"Chicken, Buffalo Wings",Clostridium perfringens,2,0.0,0.0
1298,1998,December,Ohio,School/College/University,Picadilla,Clostridium perfringens,300,0.0,0.0
1304,1998,December,Oregon,Restaurant,Unspecified Fish,Scombroid toxin,2,0.0,0.0
1305,1998,December,Oregon,Fair/Festival,"Oysters, Raw",Norovirus genogroup I,9,0.0,0.0
1306,1998,December,Pennsylvania,Private Home/Residence,"Oysters, Unspecified; Eggs, Other",Salmonella enterica,7,0.0,0.0
1307,1998,December,Pennsylvania,Private Home/Residence,"Eggs, Unspecified; Potato Stuffings",Salmonella enterica,21,7.0,0.0
1308,1998,December,Pennsylvania,Private Home/Residence,Soup Unspecified,Clostridium botulinum,2,2.0,
1310,1998,December,South Carolina,Restaurant; Catering Service,"Pork, Bbq",Staphylococcus aureus,12,1.0,0.0
1314,1998,December,West Virginia,,"Shrimp, Unspecified",Bacillus cereus,118,0.0,0.0
1318,1999,January,California,Restaurant,"Chicken, Other",Campylobacter jejuni,13,1.0,0.0
1319,1999,January,California,Restaurant,Eggs Benedict,Salmonella enterica,3,0.0,0.0
1321,1999,January,California,Restaurant,"Chile Relleno, Unspecified; Rice, Yellow",Salmonella enterica,31,6.0,0.0
1326,1999,January,California,Restaurant,"Chile Relleno, Unspecified; Eggs, Other",Salmonella enterica,2,1.0,0.0
1330,1999,January,Colorado,,Clover Sprouts,Salmonella enterica,112,3.0,0.0
1347,1999,January,Florida,Restaurant,"Sandwich, Beef",Staphylococcus aureus,2,1.0,0.0
1348,1999,January,Florida,Grocery Store,"Chicken, Unspecified",Salmonella enterica,3,0.0,0.0
1350,1999,January,Hawaii,Restaurant,"Fish, Ahi",Scombroid toxin,4,0.0,0.0
1371,1999,January,Minnesota,Restaurant; Catering Service,"Burrito, Chicken; Enchilada, Chicken",Clostridium perfringens,20,0.0,0.0
1373,1999,January,Multistate,,Alfalfa Sprouts,Salmonella enterica,83,9.0,0.0
1377,1999,January,New York,Restaurant,"Ground Beef, Meatloaf",Clostridium perfringens,3,1.0,1.0
1384,1999,January,Oregon,Private Home/Residence,Potato Salad,Norovirus genogroup I,11,0.0,0.0
1395,1999,February,California,Private Home/Residence,"Fish, White",Anisakis,14,0.0,0.0
1401,1999,February,Florida,,"Orange Juice, Unpasteurized",Salmonella enterica,10,0.0,0.0
1402,1999,February,Florida,Restaurant,"Ethnic Style, Unspecified",Campylobacter other,2,0.0,0.0
1403,1999,February,Florida,Restaurant,"Rice, White; Beef, Stew; Plantains, Unspecified",Clostridium perfringens,18,0.0,
1404,1999,February,Florida,Restaurant,"Chicken, Buffalo Wings",Staphylococcus aureus,3,0.0,0.0
1405,1999,February,Florida,Restaurant; Private Home/Residence,Mamey Shake,Salmonella enterica,16,14.0,0.0
1413,1999,February,Florida,Restaurant,"Pizza, Meat",Staphylococcus aureus,4,0.0,0.0
1418,1999,February,Florida,Restaurant,"Salmon, Unspecified",Scombroid toxin,2,0.0,0.0
1424,1999,February,Florida,Restaurant,"Pasta, Unspecified",Bacillus cereus,2,0.0,0.0
1427,1999,February,Florida,,"Onion, Unspecified",Bacillus cereus,3,0.0,0.0
1428,1999,February,Hawaii,,"Fish, Mahi Mahi",Scombroid toxin,4,0.0,0.0
1429,1999,February,Hawaii,Private Home/Residence,"Fish, Goatfish (Weke), Unspecified",Ciguatoxin,2,0.0,0.0
1446,1999,February,Maryland,Restaurant,Chef Salad,Salmonella enterica,3,0.0,0.0
1448,1999,February,Maryland,Restaurant,"Multiple Cheeses, Unspecified; Vegetable Tray",Norovirus genogroup I,37,2.0,
1453,1999,February,Minnesota,Office/Indoor Workplace,Pasta Salad; Strawberries,Norovirus genogroup I,63,0.0,0.0
1454,1999,February,Minnesota,Restaurant,"Lasagna, Beef",Clostridium perfringens,6,0.0,0.0
1455,1999,February,Nebraska,Restaurant,Lettuce-Based Salads Unspecified,"Escherichia coli, Shiga toxin-producing",65,8.0,0.0
1471,1999,February,Pennsylvania,Catering Service,"Chicken, Baked",Salmonella enterica,104,5.0,0.0
1481,1999,February,Wisconsin,Restaurant,"Pizza, Unspecified",Norovirus genogroup I,9,0.0,0.0
1487,1999,March,California,,"Chicken Salad; Cake, Unspecified","Escherichia coli, Enteropathogenic",245,0.0,0.0
1488,1999,March,California,,"Cilantro, Unspecified",Salmonella enterica,35,3.0,0.0
1490,1999,March,California,Restaurant,Strawberries; Flan,Shigella sonnei,3,1.0,0.0
1505,1999,March,Florida,Restaurant,"Chicken, Other",Staphylococcus aureus,2,0.0,0.0
1511,1999,March,Florida,,Chicken Fried Rice,Bacillus cereus,3,0.0,0.0
1514,1999,March,Georgia,,"Hot Dog, Unspecified; Tomato Sauce, Unspecified; Bread, Unspecified",Norovirus genogroup I,54,0.0,0.0
1516,1999,March,Hawaii,Private Home/Residence,"Fish, Bass",Ciguatoxin,2,0.0,0.0
1517,1999,March,Hawaii,Private Home/Residence,"Fish, Grouper, Unspecified",Ciguatoxin,2,0.0,0.0
1528,1999,March,Iowa,,"Corned Beef, Hash",Norovirus genogroup I,17,2.0,0.0
1542,1999,March,Massachusetts,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,2,0.0,0.0
1546,1999,March,Nebraska,Private Home/Residence; Catering Service,"Mints, Unspecified",Norovirus genogroup II,46,0.0,0.0
1552,1999,March,Ohio,Restaurant,"Roast Beef, Unspecified",Staphylococcus aureus,5,3.0,0.0
1558,1999,March,Tennessee,School/College/University,"Taco, Unspecified",Staphylococcus aureus,50,0.0,0.0
1569,1999,March,Wisconsin,Restaurant,"Ham, Unspecified",Staphylococcus aureus,4,1.0,0.0
1580,1999,April,California,Restaurant,Chicken And Rice,Norovirus genogroup I,11,0.0,0.0
1581,1999,April,California,Restaurant,"Unspecified Vegetables; Chicken, Unspecified; Beef, Unspecified",Norovirus genogroup I,77,0.0,0.0
1582,1999,April,California,Restaurant,Unspecified Fruit; Ice,Norovirus genogroup I,40,0.0,0.0
1583,1999,April,California,Catering Service,"Roast Beef, Unspecified",Clostridium perfringens,34,0.0,0.0
1584,1999,April,California,Restaurant,"Chicken, Unspecified; Beans, Unspecified; Rice",Bacillus cereus; Clostridium perfringens,50,0.0,0.0
1589,1999,April,Florida,Restaurant,Rolls,Clostridium perfringens,4,0.0,0.0
1591,1999,April,Florida,Restaurant,"Sandwich, Chicken",Staphylococcus aureus,3,0.0,0.0
1594,1999,April,Florida,Restaurant,"Chicken, Cajun; Caesar Salad",Staphylococcus aureus,2,2.0,
1596,1999,April,Florida,Restaurant,"Oysters, Raw",Norovirus genogroup I,5,0.0,
1599,1999,April,Florida,Restaurant,"Ice; Salad, Unspecified",Norovirus genogroup I,4,0.0,
1601,1999,April,Florida,Restaurant,"Crab, Unspecified",Vibrio parahaemolyticus,3,0.0,0.0
1605,1999,April,Florida,,"Refried Beans, Unspecified",Bacillus cereus,2,0.0,0.0
1608,1999,April,Florida,Restaurant,"Oysters, Raw",Norovirus genogroup I,4,1.0,0.0
1609,1999,April,Florida,Restaurant,"Oysters, Raw",Norovirus genogroup I,4,0.0,0.0
1610,1999,April,Florida,Restaurant,"Ground Beef, Hamburger",Staphylococcus aureus,3,0.0,0.0
1611,1999,April,Hawaii,Private Home/Residence,"Fish, Grouper, Unspecified",Ciguatoxin,2,1.0,
1613,1999,April,Illinois,Catering Service,"Bread, Unspecified; Butter",Norovirus genogroup I,23,0.0,0.0
1622,1999,April,Maryland,Prison/Jail,"Sauces, Unspecified; Rigatoni, Unspecified",Clostridium perfringens,27,0.0,0.0
1624,1999,April,Maryland,Restaurant; Catering Service,"Chicken Salad; Ham, Unspecified",Salmonella enterica,65,3.0,0.0
1625,1999,April,Maryland,Catering Service,"Roast Beef, Unspecified",Clostridium perfringens,31,0.0,0.0
1633,1999,April,Massachusetts,Private Home/Residence,"Tuna, Unspecified",Scombroid toxin,4,0.0,0.0
1641,1999,April,Minnesota,,"Green Beans, Unspecified; Onion, Unspecified",Norovirus genogroup I,9,0.0,0.0
1644,1999,April,Multistate,Restaurant,"Eggs, Scrambled",Salmonella enterica,18,1.0,0.0
1655,1999,April,Ohio,Catering Service,"Turkey, Unspecified",Norovirus genogroup I,19,0.0,0.0
1658,1999,April,Ohio,Restaurant,"Ribs, Unspecified",Norovirus genogroup I,2,0.0,0.0
1665,1999,April,Ohio,Private Home/Residence,"Ground Beef, Hamburger","Escherichia coli, Shiga toxin-producing",12,1.0,0.0
1668,1999,April,Pennsylvania,Restaurant,Fruit Salad,Norovirus genogroup I,43,0.0,0.0
1670,1999,April,Pennsylvania,,"Hot Dog, Unspecified",Clostridium perfringens,31,0.0,0.0
1673,1999,April,Tennessee,Religious Facility,"Spaghetti, Unspecified",Staphylococcus aureus,19,0.0,0.0
1680,1999,April,Wisconsin,,"Chicken, Unspecified",Salmonella enterica,19,0.0,0.0
1690,1999,May,Arizona,Catering Service,"Beef, Other; Beans, Unspecified",Clostridium perfringens,238,6.0,0.0
1693,1999,May,California,Restaurant,"Beans, Unspecified",Bacillus cereus; Clostridium perfringens,8,0.0,0.0
1696,1999,May,California,Restaurant,Ranch Dressing,Norovirus genogroup I,17,0.0,0.0
1697,1999,May,California,,Clover Sprouts,Salmonella enterica,36,2.0,0.0
1699,1999,May,California,Restaurant,"Rice, Unspecified",Norovirus genogroup I,20,0.0,0.0
1702,1999,May,Colorado,Restaurant,"Fish, Escolar",Chemical or toxin,6,0.0,0.0
1703,1999,May,Colorado,Restaurant,"Enchilada, Chicken",Salmonella enterica,2,0.0,0.0
1704,1999,May,Colorado,Restaurant,"Shrimp, Unspecified; Rice",Bacillus cereus,4,0.0,0.0
1708,1999,May,Florida,Restaurant,Salad Bar,Norovirus genogroup I,5,0.0,0.0
1714,1999,May,Florida,Restaurant,Blackberries; Raspberries; Strawberries,Cyclospora cayatenensis,94,1.0,
1721,1999,May,Florida,Restaurant,Multiple Foods,Bacillus cereus,5,0.0,0.0
1723,1999,May,Florida,Restaurant,Coleslaw,Bacillus cereus,8,0.0,0.0
1725,1999,May,Florida,Restaurant,Salt,Chemical or toxin,2,0.0,0.0
1727,1999,May,Florida,,"Chicken, Fried",Bacillus cereus,7,0.0,0.0
1728,1999,May,Florida,Restaurant,"Lobster, Unspecified",Staphylococcus aureus,2,0.0,0.0
1729,1999,May,Florida,Restaurant,"Ribs, Beef",Clostridium perfringens,3,0.0,0.0
1731,1999,May,Florida,,"Beef, Other; Salad, Unspecified",Bacillus cereus,2,0.0,0.0
1732,1999,May,Florida,Restaurant,"Fried Rice, Unspecified",Bacillus cereus,4,0.0,0.0
1734,1999,May,Florida,Restaurant,"Sushi, Unspecified",Vibrio unknown,2,0.0,0.0
1737,1999,May,Hawaii,Private Home/Residence,"Fish, Grouper, Unspecified",Ciguatoxin,2,0.0,0.0
1738,1999,May,Hawaii,Restaurant,"Fish, Mahi Mahi",Scombroid toxin,2,0.0,0.0
1739,1999,May,Hawaii,Private Home/Residence,"Fish, Parrot",Ciguatoxin,2,0.0,0.0
1740,1999,May,Hawaii,Restaurant,"Fish, Marlin, Unspecified",Scombroid toxin,2,0.0,
1744,1999,May,Illinois,,"Onion, Unspecified; Mushrooms, Unspecified",Clostridium perfringens,190,0.0,0.0
1765,1999,May,Maryland,Restaurant,Chicken Fried Rice,Staphylococcus aureus,3,0.0,0.0
1785,1999,May,Minnesota,Private Home/Residence,Rolls,Norovirus genogroup I,12,0.0,0.0
1787,1999,May,Minnesota,School/College/University; Religious Facility,Multiple Foods,Norovirus genogroup I,28,0.0,0.0
1788,1999,May,Missouri,Religious Facility,"Pie, Merengue",Salmonella enterica,39,2.0,0.0
1793,1999,May,Nebraska,Restaurant,"Dips, Unspecified",Norovirus genogroup II,127,0.0,0.0
1794,1999,May,Nebraska,Restaurant,"Fried Rice, Unspecified",Bacillus cereus,4,0.0,0.0
1798,1999,May,New York,Restaurant,Unspecified Fish,Scombroid toxin,4,0.0,0.0
1805,1999,May,Ohio,Restaurant,Crab Dishes,Norovirus genogroup II,16,0.0,0.0
1807,1999,May,Ohio,Private Home/Residence; Grocery Store,"Cake, Unspecified; Cookies, Unspecified",Norovirus genogroup I,8,0.0,0.0
1808,1999,May,Ohio,Private Home/Residence,Fruit Salad,Norovirus genogroup I,7,0.0,0.0
1826,1999,May,Virginia,Restaurant,"French Toast, Unspecified; Pork, Bacon; Ham, Unspecified",Salmonella enterica,177,8.0,0.0
1827,1999,May,Virginia,Restaurant,Mixed Fruit,Norovirus genogroup I,49,0.0,0.0
1828,1999,May,Virginia,Restaurant,Unspecified Fruit,Salmonella enterica,13,0.0,0.0
1833,1999,May,Wisconsin,School/College/University,"Tomato Sauce, Unspecified",Clostridium perfringens,35,0.0,0.0
1834,1999,May,Wisconsin,Restaurant,"Melon, Unspecified; Watermelon; Pineapple, Unspecified",Norovirus genogroup I,23,1.0,0.0
1835,1999,May,Wisconsin,Catering Service,"Chicken, Unspecified; Gravy, Chicken",Clostridium perfringens,20,0.0,0.0
1842,1999,June,California,Restaurant,"Sandwich, Unspecified",Norovirus genogroup I,9,0.0,0.0
1844,1999,June,California,Private Home/Residence,"Beef, Unspecified; Tripe",Salmonella enterica,47,0.0,0.0
1845,1999,June,California,Restaurant,"Chicken, Other",Norovirus genogroup I,8,0.0,0.0
1847,1999,June,California,Private Home/Residence,"Meat, Unspecified",Norovirus genogroup I,14,0.0,0.0
1848,1999,June,California,Catering Service,Potato Salad,Virus,14,0.0,0.0
1852,1999,June,California,Private Home/Residence,"Rice, Unspecified",Bacillus cereus; Clostridium perfringens,32,0.0,0.0
1854,1999,June,California,Religious Facility,Potato Salad,Shigella boydii,52,6.0,0.0
1856,1999,June,California,Restaurant,Hollandaise Sauce,Salmonella enterica,2,0.0,0.0
1857,1999,June,Colorado,Restaurant,"Pizza, Meat And Vegetable",Staphylococcus aureus,4,0.0,0.0
1858,1999,June,Colorado,Restaurant,"Burrito, Unspecified",Staphylococcus aureus,8,0.0,0.0
1861,1999,June,Florida,Religious Facility,"Roast Beef, Unspecified","Escherichia coli, Shiga toxin-producing",17,7.0,0.0
1862,1999,June,Florida,Restaurant,"Shrimp, Raw; Shrimp Dishes Unspecified; Shrimp Scampi",Vibrio parahaemolyticus,2,0.0,0.0
1868,1999,June,Florida,Restaurant,Mashed Potato/Gravy,Clostridium perfringens,2,0.0,0.0
1874,1999,June,Florida,Restaurant,"Other Food; Shrimp, Unspecified",Vibrio parahaemolyticus,2,0.0,0.0
1877,1999,June,Florida,Restaurant,"Pizza, Meat",Staphylococcus aureus,3,1.0,0.0
1878,1999,June,Florida,Restaurant,"Sandwich, Cuban",Staphylococcus aureus,2,0.0,0.0
1880,1999,June,Florida,Restaurant,"Sandwich, Unspecified",Norovirus genogroup I,6,0.0,0.0
1883,1999,June,Hawaii,Restaurant,"Fish, Marlin, Unspecified",Scombroid toxin,2,0.0,0.0
1889,1999,June,Iowa,School/College/University; Camp,"Ground Beef, Hamburger",Norovirus genogroup I,27,11.0,
1894,1999,June,Maryland,Restaurant,"Tuna, Unspecified",Scombroid toxin,2,0.0,0.0
1901,1999,June,Maryland,Restaurant,Tuna Steak,Scombroid toxin,2,2.0,0.0
1920,1999,June,Michigan,Restaurant,"Sandwich, Submarine",Norovirus genogroup I,25,0.0,0.0
1924,1999,June,Minnesota,,"Ground Beef, Sloppy Joe","Escherichia coli, Shiga toxin-producing",5,1.0,0.0
1925,1999,June,Minnesota,Restaurant,"Sandwich, Submarine",Clostridium perfringens,5,0.0,0.0
1926,1999,June,Minnesota,Private Home/Residence; Grocery Store,"Broccoli, Unspecified; Potato Salad",Norovirus genogroup I,25,1.0,0.0
1931,1999,June,New Mexico,Restaurant,"Nachos And Cheese; Burrito, Beef",Salmonella enterica,73,16.0,0.0
1939,1999,June,Ohio,Private Home/Residence,"Corned Beef, Unspecified; Cake, Unspecified",Norovirus genogroup I,14,0.0,0.0
1944,1999,June,Ohio,Private Home/Residence,"Turkey, Unspecified; Pasta, Unspecified; Ham, Unspecified",Norovirus genogroup I,27,2.0,0.0
1953,1999,June,Utah,Catering Service,"Ice Cream, Unspecified",Salmonella enterica,256,0.0,0.0
1955,1999,June,Washington,Grocery Store; Office/Indoor Workplace,Mixed Fruit,Salmonella enterica,11,4.0,0.0
1961,1999,June,Washington,Restaurant,"Chicken, Unspecified",Salmonella enterica,2,0.0,
1972,1999,July,California,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,4,0.0,0.0
1973,1999,July,California,Restaurant,"Mayonnaise, Homemade; Bun",Salmonella enterica,6,2.0,0.0
1974,1999,July,California,,"Salsa, Unspecified",Staphylococcus aureus; Bacillus cereus,13,0.0,0.0
1975,1999,July,California,School/College/University,Honeydew Melon; Watermelon,Salmonella enterica,82,3.0,0.0
1976,1999,July,California,,"Eggs, Unspecified",Salmonella enterica,33,0.0,0.0
1979,1999,July,Florida,Restaurant,Macaroni Salad,Norovirus genogroup I,18,0.0,0.0
1991,1999,July,Florida,Restaurant,Lettuce-Based Salads Unspecified,Norovirus genogroup I,5,0.0,0.0
1993,1999,July,Florida,Restaurant,Potato Salad,Clostridium perfringens,4,0.0,0.0
2000,1999,July,Florida,Restaurant,"Lasagna, Unspecified",Bacillus cereus,2,0.0,0.0
2001,1999,July,Florida,,Popcorn,Chemical or toxin,2,0.0,0.0
2002,1999,July,Florida,,"Chicken, Other",Staphylococcus aureus,2,0.0,0.0
2004,1999,July,Georgia,Restaurant,"Pork, Bbq",Salmonella enterica,16,3.0,0.0
2006,1999,July,Hawaii,Private Home/Residence,"Fish, Kole; Fish, Manini",Ciguatoxin,4,0.0,1.0
2007,1999,July,Illinois,Restaurant,"Fish, Wahoo",Chemical or toxin,8,0.0,0.0
2013,1999,July,Indiana,Restaurant,"Pudding, Tapioca",Salmonella enterica,13,6.0,0.0
2032,1999,July,Minnesota,Restaurant,"Cheese, Unspecified",Norovirus genogroup I,7,0.0,0.0
2033,1999,July,Minnesota,Catering Service,"Ground Beef, Meatballs",Norovirus genogroup I,9,0.0,0.0
2034,1999,July,Missouri,Catering Service,"Basil, Unspecified",Cyclospora cayatenensis,62,1.0,0.0
2036,1999,July,Multistate,Restaurant,"Cake, Tiramisu; Eggs, Other",Salmonella enterica,16,0.0,0.0
2037,1999,July,Multistate,Restaurant,Crab Cakes,Salmonella enterica,9,3.0,0.0
2038,1999,July,Multistate,Nursing Home/Assisted Living Facility,"Eggs, Other",Salmonella enterica,3,0.0,0.0
2039,1999,July,New Jersey,Restaurant,"Cake, Tiramisu",Salmonella enterica,16,0.0,0.0
2053,1999,July,Ohio,Restaurant,Coleslaw,"Escherichia coli, Shiga toxin-producing",18,11.0,
2057,1999,July,Oregon,Restaurant,"Roast Beef, Unspecified",Clostridium perfringens,13,0.0,0.0
2058,1999,July,Oregon,,"Sandwich, Unspecified; Mixed Fruit",Norovirus genogroup I,44,0.0,0.0
2060,1999,July,Oregon,,Shrimp Dishes Unspecified,Norovirus genogroup I,43,0.0,0.0
2063,1999,July,Tennessee,Private Home/Residence,"Ice Cream, Unspecified",Salmonella enterica,12,1.0,0.0
2066,1999,July,Texas,Restaurant,"Chicken, Unspecified",Salmonella enterica,7,7.0,0.0
2074,1999,July,West Virginia,Camp,Multiple Foods,Norovirus genogroup I; Staphylococcus aureus,126,11.0,
2075,1999,July,Wisconsin,Nursing Home/Assisted Living Facility,"Eggs, Unspecified",Salmonella enterica,4,0.0,0.0
2076,1999,July,Wisconsin,Nursing Home/Assisted Living Facility,"Eggs, Unspecified",Salmonella enterica,5,3.0,0.0
2084,1999,August,California,Private Home/Residence,"Chicken, Unspecified",Salmonella enterica,11,0.0,0.0
2085,1999,August,California,Catering Service,"Stew/Chili, Other; Steak, Sirloin",Clostridium perfringens; Bacillus cereus,460,0.0,0.0
2089,1999,August,California,Restaurant,Potato Salad,Virus,13,0.0,0.0
2091,1999,August,Colorado,Restaurant,"Chicken, Unspecified; Ice; Mixed Vegetables, Unspecified",Norovirus genogroup I,48,0.0,0.0
2099,1999,August,Florida,Restaurant,"Chicken, Buffalo Wings",Bacillus cereus,2,0.0,0.0
2104,1999,August,Florida,Restaurant,"Ice Cream, Commercial",Staphylococcus aureus,3,0.0,0.0
2105,1999,August,Florida,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,2,1.0,
2106,1999,August,Florida,Restaurant,"Chicken, Fried",Staphylococcus aureus,2,1.0,0.0
2109,1999,August,Florida,Grocery Store,"Deli Meat, Sliced Ham; Deli Meat, Sliced Roast Beef; Deli Meat, Sliced Turkey",Listeria monocytogenes,2,2.0,1.0
